key1,Condo Name,Address,GPR,simp_gpr,area
415,DAKOTA RESIDENCES,"DAKOTA RESIDENCES, Singapore",3.0,3.0, 
416,DALVEY COURT,"DALVEY COURT, Singapore",1.6,1.6, 
417,DARBY PARK,"DARBY PARK, Singapore",1.6,1.6,"3,372.63 sqm"
419,DE LENTE,"DE LENTE, Singapore",1.4,1.4, 
420,DE PARADISO,"DE PARADISO, Singapore",2.8,2.8, 
421,DE ROYALE,"DE ROYALE, Singapore",2.8,2.8, 
422,DELIGHT COURT,"DELIGHT COURT, Singapore",2.8,2.8, 
423,DENG FU VILLE,"DENG FU VILLE, Singapore",1.4,1.4, 
424,DERBYSHIRE HEIGHTS,"DERBYSHIRE HEIGHTS, Singapore",2.8,2.8, 
428,DOMAIN 21,"DOMAIN 21, Singapore",2.1,2.1, 
429,DOMUS,"DOMUS, Singapore",2.8,2.8, 
432,DORSET MANSIONS,"DORSET MANSIONS, Singapore",1.4,1.4,
433,DORSETT RESIDENCES,"DORSETT RESIDENCES, Singapore",3.0,3.0, 
434,DOVER PARKVIEW,"DOVER PARKVIEW, Singapore",2.1,2.1,"39,401.6 sqm"
435,DRAYCOTT DRIVE,"DRAYCOTT DRIVE, Singapore",2.8,2.8,
436,DRAYCOTT PARK,"DRAYCOTT PARK, Singapore",2.8,2.8,
438,DUCHESS MANOR,"DUCHESS MANOR, Singapore",1.4,1.4, 
439,DUCHESS RESIDENCES,"DUCHESS RESIDENCES, Singapore",1.4,1.4, 
441,DUCHESS ROYALE,"DUCHESS ROYALE, Singapore",1.4,1.4, 
443,DUET,"DUET, Singapore",1.6,1.6, 
448,DUNEARN LODGE,"DUNEARN LODGE, Singapore",1.4,1.4, 
449,DUNEARN SUITES,"DUNEARN SUITES, Singapore",1.4,1.4, 
450,DUNMAN PLACE,"DUNMAN PLACE, Singapore",2.8,2.8, 
452,DUNMAN VIEW,"DUNMAN VIEW, Singapore",2.8,2.8,"6,647.9 sqm"
455,E-SPACE,"E-SPACE, Singapore",1.4,1.4,
458,EAST BAY GARDENS,"EAST BAY GARDENS, Singapore",3.0,3.0,
465,EAST MEADOWS,"EAST MEADOWS, Singapore",2.8,2.8, 
467,EAST PALM,"EAST PALM, Singapore",1.6,1.6,
468,EAST SHINE,"EAST SHINE, Singapore",1.4,1.4, 
469,EAST TREASURE,"EAST TREASURE, Singapore",1.4,1.4, 
471,EAST VIEW 18,"EAST VIEW 18, Singapore",1.4,1.4, 
475,EASTERN LAGOON,"EASTERN LAGOON, Singapore",1.4,1.4, 
477,EASTPAC BUILDING,"EASTPAC BUILDING, Singapore",3.0,3.0, 
478,EASTPOINT GREEN,"EASTPOINT GREEN, Singapore",2.8,2.8,
484,EASTWOOD LODGE,"EASTWOOD LODGE, Singapore",1.4,1.4, 
485,EASTWOOD REGENCY,"EASTWOOD REGENCY, Singapore",1.4,1.4, 
488,ECHELON,"ECHELON, Singapore",4.9,3.0,"9,952.6 sqm"
489,ECO,"ECO, Singapore",2.1,2.1,"28,692.65 sqm"
491,ECOPOLITAN,"ECOPOLITAN, Singapore",3.0,3.0,"18,747.8 sqm"
493,EDELWEISS PARK CONDOMINIUM,"EDELWEISS PARK CONDOMINIUM, Singapore",1.4,1.4,
494,EDEN CREST,"EDEN CREST, Singapore",1.4,1.4, 
496,EDEN VIEW,"EDEN VIEW, Singapore",1.4,1.4,"1,117.6 sqm"
498,EDENZ SUITES,"EDENZ SUITES, Singapore",2.8,2.8, 
499,EIGHT COURTYARDS,"EIGHT COURTYARDS, Singapore",1.4,1.4,
502,ELIAS GREEN,"ELIAS GREEN, Singapore",1.4,1.4, 
503,ELIZABETH HEIGHTS,"ELIZABETH HEIGHTS, Singapore",2.8,2.8, 
507,EMERALD PARK,"EMERALD PARK, Singapore",2.0,2.1, 
508,EMERY POINT,"EMERY POINT, Singapore",2.8,2.8, 
515,EQUATORIAL APARTMENTS,"EQUATORIAL APARTMENTS, Singapore",2.1,2.1, 
518,ESPADA,"ESPADA, Singapore",2.8,2.8, 
522,ESPIRA SPRING,"ESPIRA SPRING, Singapore",1.4,1.4, 
523,ESTA RUBY,"ESTA RUBY, Singapore",2.8,2.8, 
524,ESTELLA GARDENS,"ESTELLA GARDENS, Singapore",1.4,1.4,
527,ESTIQUE,"ESTIQUE, Singapore",1.4,1.4, 
529,EUHABITAT,"EUHABITAT, Singapore",1.4,1.4,"41,261.2 sqm"
530,EUNOS GREEN,"EUNOS GREEN, Singapore",1.4,1.4,
531,EUNOS PARK,"EUNOS PARK, Singapore",1.4,1.4, 
533,EURO-ASIA COURT,"EURO-ASIA COURT, Singapore",1.4,1.4,
535,EVANIA,"EVANIA, Singapore",1.4,1.4, 
536,EVELYN MANSIONS,"EVELYN MANSIONS, Singapore",1.6,1.6, 
538,EVERGREEN PARK,"EVERGREEN PARK, Singapore",1.4,1.4,
539,EVERGREEN RESIDENCES,"EVERGREEN RESIDENCES, Singapore",2.8,2.8, 
541,EVERITT EDGE,"EVERITT EDGE, Singapore",3.0,3.0,
543,EWE BOON REGENT,"EWE BOON REGENT, Singapore",1.6,1.6, 
545,FABER GARDEN CONDOMINIUM,"FABER GARDEN CONDOMINIUM, Singapore",1.6,1.6, 
546,FAIRLODGE,"FAIRLODGE, Singapore",1.4,1.4, 
549,FAR HORIZON GARDENS,"FAR HORIZON GARDENS, Singapore",1.4,1.4,
550,FARRER PARK SUITES,"FARRER PARK SUITES, Singapore",2.1,2.1,
551,FENARA COURT,"FENARA COURT, Singapore",1.4,1.4, 
553,FERNHILL COTTAGE,"FERNHILL COTTAGE, Singapore",1.4,1.4,
556,FERNWOOD TOWERS,"FERNWOOD TOWERS, Singapore",4.9,3.0,
557,FERRA,"FERRA, Singapore",2.1,2.1,
559,FERRELL RESIDENCES,"FERRELL RESIDENCES, Singapore",2.1,2.1, 
560,FIFTEEN ROBIN,"FIFTEEN ROBIN, Singapore",3.0,3.0,
561,FIFTH AVENUE CONDOMINIUM,"FIFTH AVENUE CONDOMINIUM, Singapore",1.62,1.6, 
562,FIFTY-TWO STEVENS,"FIFTY-TWO STEVENS, Singapore",1.4,1.4, 
564,FIORENZA,"FIORENZA, Singapore",1.4,1.4, 
566,FLAME TREE PARK,"FLAME TREE PARK, Singapore",2.1,2.1, 
567,FLAMINGO VALLEY,"FLAMINGO VALLEY, Singapore",1.4,1.4,"31,161.1 sqm"
568,FLO RESIDENCE,"FLO RESIDENCE, Singapore",3.0,3.0,"14,344 sqm"
569,FLORA EAST,"FLORA EAST, Singapore",2.8,2.8,
572,FLORIDIAN,"FLORIDIAN, Singapore",2.07,2.1, 
573,FONTAINE PARRY,"FONTAINE PARRY, Singapore",1.4,1.4,
575,FORESQUE RESIDENCES,"FORESQUE RESIDENCES, Singapore",2.1,2.1,"22,744.1 sqm"
576,FOREST HILLS CONDOMINIUM,"FOREST HILLS CONDOMINIUM, Singapore",1.4,1.4, 
577,FOREST WOODS,"FOREST WOODS, Singapore",3.0,3.0,"14,001.5 sqm"
578,FORESTVILLE,"FORESTVILLE, Singapore",2.8,2.8,"25,800 sqm"
580,FORTE SUITES,"FORTE SUITES, Singapore",3.0,3.0,"2,051.6 sqm"
582,FORTUNE PARK,"FORTUNE PARK, Singapore",1.4,1.4,
585,FOUR SEASONS PARK,"FOUR SEASONS PARK, Singapore",2.8,2.8,"27,844 sqm"
586,FRAGRANCE COURT,"FRAGRANCE COURT, Singapore",1.4,1.4, 
590,FRUITION,"FRUITION, Singapore",1.4,1.4, 
591,FULCRUM,"FULCRUM, Singapore",2.1,2.1,"4,448.8 sqm"
592,G RESIDENCES,"G RESIDENCES, Singapore",1.4,1.4, 
593,GAIA,"GAIA, Singapore",2.8,2.8, 
594,GALAXY TOWERS,"GALAXY TOWERS, Singapore",1.4,1.4, 
595,GALLERY 8,"GALLERY 8, Singapore",1.4,1.4, 
596,GALLERY FIFTEEN,"GALLERY FIFTEEN, Singapore",1.4,1.4,
598,GALLOP GABLES,"GALLOP GABLES, Singapore",1.4,1.4, 
601,GAMBIR RIDGE,"GAMBIR RIDGE, Singapore",1.4,1.4, 
602,GARDEN APARTMENT,"GARDEN APARTMENT, Singapore",2.8,2.8,
603,GARDEN PARK RESIDENCES,"GARDEN PARK RESIDENCES, Singapore",1.4,1.4,
604,GARDENVILLE,"GARDENVILLE, Singapore",1.6,1.6,
606,GEM RESIDENCES,"GEM RESIDENCES, Singapore",3.0,3.0, 
613,GILSTEAD 38,"GILSTEAD 38, Singapore",2.8,2.8,
614,GILSTEAD COURT,"GILSTEAD COURT, Singapore",1.4,1.4, 
616,GILSTEAD TWO,"GILSTEAD TWO, Singapore",2.8,2.8, 
617,GISBORNE LIGHT,"GISBORNE LIGHT, Singapore",1.6,1.6, 
618,GLAMOUR VILLE,"GLAMOUR VILLE, Singapore",1.6,1.6,
622,GLOBAL VILLE,"GLOBAL VILLE, Singapore",2.8,2.8, 
623,GLORIA MANSION,"GLORIA MANSION, Singapore",2.8,2.8,
624,GLOUCESTER MANSIONS,"GLOUCESTER MANSIONS, Singapore",2.8,2.8, 
628,GOLDEN HEIGHTS,"GOLDEN HEIGHTS, Singapore",1.4,1.4,
629,GOLDENHILL PARK CONDOMINIUM,"GOLDENHILL PARK CONDOMINIUM, Singapore",2.1,2.1,276.12 sqm
632,GOODWILL COURT,"GOODWILL COURT, Singapore",3.0,3.0, 
633,GOODWOOD GARDENS,"GOODWOOD GARDENS, Singapore",1.6,1.6, 
634,GOODWOOD GRAND,"GOODWOOD GRAND, Singapore",1.6,1.6,"5,295.9 sqm"
636,GRACE APARTMENTS,"GRACE APARTMENTS, Singapore",1.4,1.4, 
637,GRACIOUS MANSIONS,"GRACIOUS MANSIONS, Singapore",1.4,1.4,"15,462.9 sqm"
638,GRAMERCY PARK,"GRAMERCY PARK, Singapore",2.1,2.1,84 sqm
639,GRAND CHATEAU,"GRAND CHATEAU, Singapore",3.0,3.0,
640,GRAND REGALIA,"GRAND REGALIA, Singapore",2.07,2.1,
641,GRAND REGENCY,"GRAND REGENCY, Singapore",1.99,2.1, 
643,GRANDE VISTA,"GRANDE VISTA, Singapore",1.4,1.4, 
644,GRANDEUR 8,"GRANDEUR 8, Singapore",3.0,3.0,"20,000 sqm"
645,GRANDEUR PARK RESIDENCES,"GRANDEUR PARK RESIDENCES, Singapore",2.1,2.1,"24,394 sqm"
646,GRANGE 1866,"GRANGE 1866, Singapore",2.1,2.1,"1,888.3 sqm"
647,GRANGE HEIGHTS,"GRANGE HEIGHTS, Singapore",3.0,3.0,
648,GRANGE INFINITE,"GRANGE INFINITE, Singapore",2.8,2.8, 
649,GRANGE RESIDENCES,"GRANGE RESIDENCES, Singapore",2.8,2.8, 
650,GRAY LANE,"GRAY LANE, Singapore",2.1,2.1,
651,GRAY MANSIONS,"GRAY MANSIONS, Singapore",1.4,1.4, 
653,GREEN PARK,"GREEN PARK, Singapore",3.0,3.0,-
655,GROSVENOR VIEW,"GROSVENOR VIEW, Singapore",2.1,2.1, 
657,GUILIN MANSIONS,"GUILIN MANSIONS, Singapore",2.8,2.8, 
658,GUILIN VIEW,"GUILIN VIEW, Singapore",1.4,1.4,
659,GUILLEMARD APARTMENTS,"GUILLEMARD APARTMENTS, Singapore",2.8,2.8, 
660,GUILLEMARD EDGE,"GUILLEMARD EDGE, Singapore",1.4,1.4,
661,GUILLEMARD SUITES,"GUILLEMARD SUITES, Singapore",1.4,1.4, 
663,H2O RESIDENCES,"H2O RESIDENCES, Singapore",3.0,3.0,0 sqm
664,HAIG 162,"HAIG 162, Singapore",2.8,2.8, 
670,HAIG TEN,"HAIG TEN, Singapore",1.4,1.4, 
671,HALLMARK RESIDENCES,"HALLMARK RESIDENCES, Singapore",1.6,1.6,"5,906 sqm"
674,HARBOUR SUITES,"HARBOUR SUITES, Singapore",2.1,2.1, 
675,HARBOUR VIEW GARDENS,"HARBOUR VIEW GARDENS, Singapore",3.0,3.0,
677,HARBOURLIGHTS,"HARBOURLIGHTS, Singapore",1.9,2.1, 
679,HAWAII TOWER,"HAWAII TOWER, Singapore",2.8,2.8, 
680,HEDGES PARK CONDOMINIUM,"HEDGES PARK CONDOMINIUM, Singapore",1.4,1.4, 
682,HERITAGE APARTMENTS,"HERITAGE APARTMENTS, Singapore",1.6,1.6, 
685,HERITAGE VIEW,"HERITAGE VIEW, Singapore",1.4,1.4,
687,HERTFORD COLLECTION,"HERTFORD COLLECTION, Singapore",1.4,1.4, 
690,HIGH PARK RESIDENCES,"HIGH PARK RESIDENCES, Singapore",3.0,3.0,"34,017.8 sqm"
691,HIGH POINT,"HIGH POINT, Singapore",2.8,2.8, 
692,HIGHGATE,"HIGHGATE, Singapore",1.4,1.4, 
693,HIGHLAND CENTRE,"HIGHLAND CENTRE, Singapore",3.0,3.0, 
695,HIGHLINE RESIDENCES,"HIGHLINE RESIDENCES, Singapore",4.0,3.0,"10,990.6 sqm"
698,HILLBROOKS,"HILLBROOKS, Singapore",1.92,2.1, 
699,HILLCREST ARCADIA,"HILLCREST ARCADIA, Singapore",1.6,1.6, 
701,HILLS TWOONE,"HILLS TWOONE, Singapore",1.92,2.1,"2,617.5 sqm"
702,HILLSIDE MANSIONS,"HILLSIDE MANSIONS, Singapore",1.4,1.4, 
704,HILLTOP GROVE,"HILLTOP GROVE, Singapore",1.92,2.1, 
705,HILLTOPS,"HILLTOPS, Singapore",3.0,3.0,
706,HILLVIEW 128,"HILLVIEW 128, Singapore",1.92,2.1, 
707,HILLVIEW APARTMENTS,"HILLVIEW APARTMENTS, Singapore",1.92,2.1, 
708,HILLVIEW AVENUE,"HILLVIEW AVENUE, Singapore",1.6,1.6,
709,HILLVIEW GREEN,"HILLVIEW GREEN, Singapore",1.4,1.4,
710,HILLVIEW REGENCY,"HILLVIEW REGENCY, Singapore",2.8,2.8, 
711,HILLVIEW RESIDENCE,"HILLVIEW RESIDENCE, Singapore",1.92,2.1, 
712,HILLVISTA,"HILLVISTA, Singapore",1.92,2.1, 
714,HOLLAND 100,"HOLLAND 100, Singapore",1.4,1.4,
715,HOLLAND COURT,"HOLLAND COURT, Singapore",1.4,1.4, 
716,HOLLAND GEMS,"HOLLAND GEMS, Singapore",3.0,3.0,
717,HOLLAND HILL LODGE,"HOLLAND HILL LODGE, Singapore",1.6,1.6, 
718,HOLLAND HILL PARK,"HOLLAND HILL PARK, Singapore",1.6,1.6, 
719,HOLLAND MANSION,"HOLLAND MANSION, Singapore",1.4,1.4, 
721,HOLLAND PEAK,"HOLLAND PEAK, Singapore",1.6,1.6, 
725,HOLLANDSWOOD COURT,"HOLLANDSWOOD COURT, Singapore",1.4,1.4, 
727,HOLT RESIDENCES,"HOLT RESIDENCES, Singapore",3.0,3.0,
729,HONG BUILDING,"HONG BUILDING, Singapore",3.0,3.0, 
731,HONG HENG MANSIONS,"HONG HENG MANSIONS, Singapore",1.4,1.4, 
732,HONOLULU TOWER,"HONOLULU TOWER, Singapore",2.1,2.1,"6,919.5 sqm"
734,HORIZON GARDENS,"HORIZON GARDENS, Singapore",1.4,1.4, 
735,HORIZON RESIDENCES,"HORIZON RESIDENCES, Singapore",1.4,1.4, 
736,HORIZON TOWERS,"HORIZON TOWERS, Singapore",2.8,2.8, 
740,HUA YU MANSION,"HUA YU MANSION, Singapore",2.8,2.8,
741,HULLET RISE,"HULLET RISE, Singapore",2.8,2.8, 
742,HUNDRED TREES,"HUNDRED TREES, Singapore",2.8,2.8,
743,ICON,"ICON, Singapore",1.4,1.4,
744,IDYLLIC EAST,"IDYLLIC EAST, Singapore",1.4,1.4, 
746,IDYLLIC SUITES,"IDYLLIC SUITES, Singapore",2.8,2.8, 
750,INTERO,"INTERO, Singapore",2.1,2.1, 
751,INZ RESIDENCE,"INZ RESIDENCE, Singapore",3.0,3.0,"16,386.1 sqm"
753,IRIDIUM,"IRIDIUM, Singapore",2.8,2.8, 
757,IVORY,"IVORY, Singapore",1.4,1.4, 
759,IVORY HEIGHTS,"IVORY HEIGHTS, Singapore",1.6,1.6, 
760,J C DRAYCOTT,"J C DRAYCOTT, Singapore",2.8,2.8, 
762,JADE GARDEN,"JADE GARDEN, Singapore",1.4,1.4, 
763,JADE MANSION,"JADE MANSION, Singapore",1.4,1.4, 
764,JADE RESIDENCES,"JADE RESIDENCES, Singapore",1.4,1.4,"8,585.4 sqm"
765,JADESCAPE,"JADESCAPE, Singapore",1.4,1.4,
766,JALAN DATOH,"JALAN DATOH, Singapore",3.0,3.0,
767,JALAN DUSUN,"JALAN DUSUN, Singapore",1.4,1.4,
768,JANSEN 28,"JANSEN 28, Singapore",1.4,1.4,
773,JC VILLE,"JC VILLE, Singapore",1.4,1.4, 
776,JERVOIS GROVE,"JERVOIS GROVE, Singapore",1.4,1.4, 
778,JERVOIS MANSIONS,"JERVOIS MANSIONS, Singapore",1.4,1.4,"8,656.9 sqm"
782,JEWEL @ BUANGKOK,"JEWEL @ BUANGKOK, Singapore",3.0,3.0,"18,340.7 sqm"
784,JING SUITES,"JING SUITES, Singapore",3.0,3.0, 
786,JLB RESIDENCES,"JLB RESIDENCES, Singapore",1.4,1.4, 
787,JOO CHIAT APARTMENTS,"JOO CHIAT APARTMENTS, Singapore",1.4,1.4, 
791,JOOL SUITES,"JOOL SUITES, Singapore",1.4,1.4, 
792,JUBILEE RESIDENCE,"JUBILEE RESIDENCE, Singapore",1.4,1.4, 
793,JUNIPER AT ARDMORE,"JUNIPER AT ARDMORE, Singapore",1.92,2.1,
794,JUPITER 18,"JUPITER 18, Singapore",1.4,1.4, 
795,K GARDEN,"K GARDEN, Singapore",2.8,2.8,"59,129.45 sqm"
799,KANDIS RESIDENCE,"KANDIS RESIDENCE, Singapore",1.4,1.4,"7,045.6 sqm"
801,KAP RESIDENCES,"KAP RESIDENCES, Singapore",3.0,3.0,"5,534.8 sqm"
802,KARTAR APARTMENTS,"KARTAR APARTMENTS, Singapore",2.8,2.8, 
807,KATONG REGENCY,"KATONG REGENCY, Singapore",2.8,2.8,
808,KATONG VILLE,"KATONG VILLE, Singapore",1.4,1.4, 
809,KELIVILLE,"KELIVILLE, Singapore",1.92,2.1,
811,KEMBANGAN COURT,"KEMBANGAN COURT, Singapore",3.0,3.0, 
813,KEMBANGAN SUITES,"KEMBANGAN SUITES, Singapore",3.0,3.0, 
818,KENSINGTON SQUARE,"KENSINGTON SQUARE, Singapore",1.4,1.4, 
819,KENT RESIDENCES,"KENT RESIDENCES, Singapore",1.4,1.4,"29,659.1 sqm"
820,KENT VALE,"KENT VALE, Singapore",1.4,1.4,
822,KENTISH GREEN,"KENTISH GREEN, Singapore",3.0,3.0, 
823,KENTISH LODGE,"KENTISH LODGE, Singapore",3.0,3.0, 
824,KENTVIEW PARK,"KENTVIEW PARK, Singapore",1.4,1.4,
825,KERRISDALE,"KERRISDALE, Singapore",3.0,3.0, 
831,KIM KEAT GARDENS,"KIM KEAT GARDENS, Singapore",2.8,2.8, 
832,KIM KEAT HOUSE,"KIM KEAT HOUSE, Singapore",3.0,3.0, 
833,KIM KEAT LODGE,"KIM KEAT LODGE, Singapore",2.8,2.8, 
838,KING'S COURT,"KING'S COURT, Singapore",2.8,2.8, 
839,KING'S MANSION,"KING'S MANSION, Singapore",2.8,2.8,"16,419.4 sqm"
842,KINGSFORD WATERBAY,"KINGSFORD WATERBAY, Singapore",2.8,2.8,
843,KINGSGROVE,"KINGSGROVE, Singapore",1.4,1.4,276.12 sqm
844,KINGSLEY MANSIONS,"KINGSLEY MANSIONS, Singapore",2.8,2.8, 
846,KISMIS COURT,"KISMIS COURT, Singapore",1.4,1.4, 
847,KISMIS VIEW,"KISMIS VIEW, Singapore",1.4,1.4,"9,321.6 sqm"
848,KJ MANSION,"KJ MANSION, Singapore",1.4,1.4, 
850,KNOX VIEW,"KNOX VIEW, Singapore",2.8,2.8,
853,KOVAN 81,"KOVAN 81, Singapore",1.4,1.4, 
854,KOVAN APARTMENTS,"KOVAN APARTMENTS, Singapore",1.4,1.4, 
855,KOVAN CENTRE,"KOVAN CENTRE, Singapore",1.4,1.4,
856,KOVAN CREST,"KOVAN CREST, Singapore",1.4,1.4,
857,KOVAN ESQUIRE,"KOVAN ESQUIRE, Singapore",1.4,1.4, 
859,KOVAN MELODY,"KOVAN MELODY, Singapore",3.0,3.0,180 sqm
860,KOVAN PRIMERA,"KOVAN PRIMERA, Singapore",1.4,1.4, 
861,KOVAN REGENCY,"KOVAN REGENCY, Singapore",2.1,2.1,"16,944.1 sqm"
862,KOVAN RESIDENCES,"KOVAN RESIDENCES, Singapore",1.4,1.4,
863,KOVANA,"KOVANA, Singapore",1.4,1.4, 
864,KUIE PONG LOFT,"KUIE PONG LOFT, Singapore",1.4,1.4, 
865,KUM HING COURT,"KUM HING COURT, Singapore",2.8,2.8, 
867,L'VIV,"L'VIV, Singapore",2.8,2.8, 
868,LA BRISA,"LA BRISA, Singapore",1.4,1.4,
869,LA CASA,"LA CASA, Singapore",2.8,2.8, 
870,LA CRYSTAL,"LA CRYSTAL, Singapore",2.8,2.8, 
871,LA DOLCE VITA,"LA DOLCE VITA, Singapore",1.4,1.4, 
872,LA FIESTA,"LA FIESTA, Singapore",1.4,1.4,
873,LA FLEUR,"LA FLEUR, Singapore",2.8,2.8, 
874,LA MAISON,"LA MAISON, Singapore",2.8,2.8, 
876,LA NOUVELLE,"LA NOUVELLE, Singapore",3.0,3.0,
879,LAGUNA 88,"LAGUNA 88, Singapore",1.4,1.4, 
880,LAGUNA GREEN,"LAGUNA GREEN, Singapore",1.4,1.4, 
881,LAKE GRANDE,"LAKE GRANDE, Singapore",2.8,2.8,0 sqm
882,LAKE LIFE,"LAKE LIFE, Singapore",3.0,3.0,"20,187.7 sqm"
883,LAKEHOLMZ,"LAKEHOLMZ, Singapore",3.0,3.0, 
884,LAKEPOINT CONDOMINIUM,"LAKEPOINT CONDOMINIUM, Singapore",1.4,1.4, 
885,LAKEVILLE,"LAKEVILLE, Singapore",2.8,2.8,0 sqm
887,LANDRIDGE CONDOMINIUM,"LANDRIDGE CONDOMINIUM, Singapore",1.4,1.4, 
888,LANGSTON VILLE,"LANGSTON VILLE, Singapore",2.8,2.8, 
889,LATITUDE,"LATITUDE, Singapore",3.0,3.0,
891,LAVERNE'S LOFT,"LAVERNE'S LOFT, Singapore",1.4,1.4, 
892,LE ARC,"LE ARC, Singapore",2.8,2.8, 
895,LE CRESCENDO,"LE CRESCENDO, Singapore",2.1,2.1, 
896,LE GAMBIR,"LE GAMBIR, Singapore",1.4,1.4, 
897,LE HILL CONDOMINIUM,"LE HILL CONDOMINIUM, Singapore",1.4,1.4, 
898,LE LOYANG,"LE LOYANG, Singapore",1.4,1.4, 
899,LE M RESIDENCE,"LE M RESIDENCE, Singapore",2.8,2.8,
900,LE MARICAN,"LE MARICAN, Singapore",1.4,1.4, 
902,LE QUEST,"LE QUEST, Singapore",3.0,3.0,"14,696.7 sqm"
903,LE REGAL,"LE REGAL, Singapore",3.0,3.0, 
905,LE SHANTIER,"LE SHANTIER, Singapore",3.0,3.0, 
906,LE SOMME,"LE SOMME, Singapore",3.0,3.0, 
907,LEEDON 2,"LEEDON 2, Singapore",1.4,1.4, 
908,LEEDON HEIGHTS,"LEEDON HEIGHTS, Singapore",3.0,3.0,
909,LEEDON RESIDENCE,"LEEDON RESIDENCE, Singapore",1.6,1.6,"48,525.3 sqm"
911,LEICESTER LODGE,"LEICESTER LODGE, Singapore",2.1,2.1, 
912,LEICESTER SUITES,"LEICESTER SUITES, Singapore",2.1,2.1, 
913,LEIGHWOODS,"LEIGHWOODS, Singapore",2.8,2.8,
915,LEONIE CONDOTEL,"LEONIE CONDOTEL, Singapore",3.0,3.0,
916,LEONIE GARDENS,"LEONIE GARDENS, Singapore",3.0,3.0,
917,LEONIE HILL RESIDENCES,"LEONIE HILL RESIDENCES, Singapore",2.8,2.8, 
925,LILYDALE,"LILYDALE, Singapore",2.8,2.8, 
927,LINCOLN SUITES,"LINCOLN SUITES, Singapore",2.8,2.8, 
928,LION TOWERS,"LION TOWERS, Singapore",2.8,2.8,
931,LLOYD COURT,"LLOYD COURT, Singapore",1.4,1.4, 
933,LLOYD SIXTYFIVE,"LLOYD SIXTYFIVE, Singapore",2.8,2.8,
934,LOFT 33,"LOFT 33, Singapore",2.8,2.8,752.1 sqm
937,LOFT @ STEVENS,"LOFT @ STEVENS, Singapore",1.4,1.4, 
938,LOFT@HOLLAND,"LOFT@HOLLAND, Singapore",1.4,1.4, 
939,LORONG 31 GEYLANG,"LORONG 31 GEYLANG, Singapore",1.4,1.4,
940,LOYANG GARDENS,"LOYANG GARDENS, Singapore",1.4,1.4, 
941,LUCIDA,"LUCIDA, Singapore",2.8,2.8, 
942,LUMA,"LUMA, Singapore",2.8,2.8, 
943,LUSH ACRES,"LUSH ACRES, Singapore",3.0,3.0,"14,100.8 sqm"
944,LUSH ON HOLLAND HILL,"LUSH ON HOLLAND HILL, Singapore",1.6,1.6, 
945,LUTHERAN TOWERS,"LUTHERAN TOWERS, Singapore",2.1,2.1, 
946,LUXE VILLE,"LUXE VILLE, Singapore",1.4,1.4,
947,M SUITES,"M SUITES, Singapore",1.4,1.4,"1,180.2 sqm"
948,M21,"M21, Singapore",2.8,2.8, 
949,MABELLE,"MABELLE, Singapore",1.4,1.4,
950,MACPHERSON GREEN,"MACPHERSON GREEN, Singapore",2.1,2.1,"6,622.4 sqm"
951,MADEIRA COURT,"MADEIRA COURT, Singapore",1.4,1.4, 
952,MADISON RESIDENCES,"MADISON RESIDENCES, Singapore",2.1,2.1, 
953,MALVERN SPRINGS,"MALVERN SPRINGS, Singapore",1.4,1.4, 
954,MANDALAY MANSION,"MANDALAY MANSION, Singapore",2.8,2.8, 
955,MANDALAY TOWERS,"MANDALAY TOWERS, Singapore",2.8,2.8, 
956,MANDALE HEIGHTS,"MANDALE HEIGHTS, Singapore",2.8,2.8, 
957,MANDARIN GARDENS,"MANDARIN GARDENS, Singapore",2.8,2.8,
959,MANSIONS 28,"MANSIONS 28, Singapore",2.8,2.8, 
961,MARGARET VILLE,"MARGARET VILLE, Singapore",4.6,3.0,"4,809.8 sqm"
964,MARINE BLUE,"MARINE BLUE, Singapore",2.1,2.1,"4,755.2 sqm"
965,MARINE MANSION,"MARINE MANSION, Singapore",1.4,1.4, 
967,MARINE VIEW MANSION,"MARINE VIEW MANSION, Singapore",1.4,1.4,
968,MARINE VIEW MANSIONS,"MARINE VIEW MANSIONS, Singapore",2.1,2.1, 
969,MARINE VILLE,"MARINE VILLE, Singapore",2.8,2.8, 
971,MARTIA 8,"MARTIA 8, Singapore",2.8,2.8,
974,MARTIN PLACE RESIDENCES,"MARTIN PLACE RESIDENCES, Singapore",2.8,2.8, 
975,MARTINA MANSIONS,"MARTINA MANSIONS, Singapore",2.1,2.1, 
977,MARYMOUNT VIEW,"MARYMOUNT VIEW, Singapore",2.8,2.8,
978,MAYA,"MAYA, Singapore",1.4,1.4, 
981,MEADOWLODGE,"MEADOWLODGE, Singapore",1.4,1.4, 
982,MEADOWS @ PEIRCE,"MEADOWS @ PEIRCE, Singapore",1.4,1.4,"42,654.8 sqm"
983,MEDGE,"MEDGE, Singapore",2.8,2.8, 
986,MELOSA,"MELOSA, Singapore",2.8,2.8, 
987,MELROSE PARK,"MELROSE PARK, Singapore",2.8,2.8,
988,MELROSE VILLE,"MELROSE VILLE, Singapore",1.6,1.6,
989,MELVILLE PARK,"MELVILLE PARK, Singapore",2,2.1, 
990,MENDON SPRING,"MENDON SPRING, Singapore",1.4,1.4, 
992,MERA EAST,"MERA EAST, Singapore",3.0,3.0, 
993,MERA SPRINGS,"MERA SPRINGS, Singapore",2.8,2.8, 
995,MERAPRIME,"MERAPRIME, Singapore",1.4,1.4,
