Index,Condo Name,Address
1834,THE TOPIARY,"11 Fernvale Lane, 797495"
1835,THE TREELINE,"110 Lorong G Telok Kurau, 426313"
1836,THE TRESOR,"26 Duchess Road, 269029"
1837,THE TREVOSE,"56 Trevose Crescent, 298088"
1838,THE TRILINQ,"28 Jalan Lempeng, 128807"
1839,THE TRILLIUM,"112 Kim Seng Road, 239432"
1840,THE TRIZON,"2 Ridgewood Close, 276693"
1841,THE TROPIC GARDENS,"332 Upper East Coast Road, 466456"
1842,THE TROPICA,"51 Tampines Avenue 1, 529771"
1843,THE TRUMPS,"1 Jalan Kembangan, 419154"
1844,THE TWINS,"6 Balmoral Crescent, 259896"
1845,THE URBANITE,"29 Hertford Road, 219384"
1846,THE VALES,"79 Anchorvale Crescent, 544624"
1847,THE VANDERLINT,"87 Ceylon Road, 429665"
1848,THE VANTAGE,"6 Orange Grove Road, 258331"
1849,THE VERMONT ON CAIRNHILL,"12 Cairnhill Rise, 229745"
1850,THE VERTE,"118 Lorong H Telok Kurau, 426146"
1851,THE VERV @ RV,"348 River Valley Road, 238374"
1852,THE VERVE,"23 Jalan Rajah, 329138"
1853,THE VESTA,"112 Lorong K Telok Kurau, 425746"
1854,THE VIEW @ MEYER,"46 Meyer Road, 437871"
1855,THE VILLAGE,"417 Pasir Panjang Road, 276955"
1856,THE VINES,"12 Lorong Sarina, 416736"
1857,THE VIRIDIAN,"6 Jalan Ampas, 329507"
1858,THE VISION,"73 West Coast Crescent, 12679"
1859,THE VISIONAIRE,"174 Canberra Drive, 767949"
1860,THE VUE,"355 Upper Paya Lebar Road, 534958"
1861,THE WARREN,"37 Choa Chu Kang Loop, 689675"
1862,THE WATER EDGE,"8 Lorong 38 Geylang, 398106"
1863,THE WATERGARDENS AT CANBERRA,"57 Canberra Drive, 76933"
1864,THE WATERINA,"51 Lorong 40 Geylang, 398075"
1865,THE WATERLINE,"161 Poh Huat Road West, 546692"
1866,THE WATERSIDE,"1 Tanjong Rhu Road, 436879"
1867,THE WINDSOR,"1 Ontario Avenue, 576189"
1868,THE WISTERIA,"590 Yishun Ring Road, 768694"
1869,THE WOODGROVE,"3 Woodgrove Drive, 73823"
1870,THE WOODLEIGH RESIDENCES,"19 Bidadari Park Drive, 367794"
1871,THE YARDLEY,"571 Upper Serangoon Road, 534798"
1872,THOMSON 800,"800 Thomson Road, 298144"
1873,THOMSON EURO-ASIA,"150 Thomson Road, 307605"
1874,THOMSON GRAND,"17 Sin Ming Walk, 573913"
1875,THOMSON IMPERIAL COURT,"200 Upper Thomson Road, 574424"
1876,THOMSON IMPRESSIONS,"1 Lorong Puntong, 576443"
1877,THOMSON MANSIONS,"374 Thomson Road, 298129"
1878,THOMSON PLAZA,"301 Upper Thomson Road, 574408"
1879,THOMSON THREE,"21 Bright Hill Drive, 573883"
1880,THOMSON V ONE,"9 Sin Ming Road, 57563"
1881,THOMSON V TWO,"11 Sin Ming Road, 575629"
1882,THOMSON VALE,"323 Thomson Road, 307666"
1883,THOMSON VIEW CONDOMINIUM,"1 Bright Hill Drive, 57958"
1884,THREE 11,"311 Upper Thomson Road, 574409"
1885,THREE BALMORAL,"3 Balmoral Road, 259785"
1886,THREE BUCKLEY,"3 Buckley Road, 309752"
1887,THREE THREE ROBIN,"33 Robin Road, 258208"
1888,TIANSO HEIGHTS,"30 Moulmein Rise, 308141"
1889,TIARA,"1 Kim Seng Walk, 239403"
1890,TIERRA VUE,"36 Saint Patrick's Road, 42416"
1891,TIONG BAHRU ESTATE,"1 Yong Siak Street, 169071"
1892,TIVOLI GRANDE,"126 Koon Seng Road, 427059"
1893,TIVOLI LODGE,"32 Lorong 31 Geylang, 388031"
1894,TOH YI COURT,"97 Toh Yi Drive, 596553"
1895,TOMLINSON HEIGHTS,"31 Tomlinson Road, 247855"
1896,TOP TEN,"134 Emerald Hill Road, 229414"
1897,TOPAZ MANSIONS,"2 Topaz Road, 327848"
1898,TORIE MANSIONS,"75 Everitt Road, 428618"
1899,TOWNHOUSE APARTMENTS,"139 Cavenagh Road, 229627"
1900,TRE RESIDENCES,"7 Geylang East Avenue 1, 389782"
1901,TREASURE AT TAMPINES,"55 Tampines Lane, 528458"
1902,TREASURE GARDENS,"22 Teow Hock Avenue, 545708"
1903,TREASURE LOFT,"115 Shrewsbury Road, 307856"
1904,TREASURE MANSIONS,"15 Rosyth Avenue, 546242"
1905,TREASURE ON BALMORAL,"5 Balmoral Road, 259786"
1906,TREASURE PLACE,"61 Lorong Sarhad, 119174"
1907,TREASURES @ G20,"35 Lorong 20 Geylang, 398751"
1908,TREE HOUSE,"60 Chestnut Avenue, 679517"
1909,TREESCAPE,"103 Lorong N Telok Kurau, 425259"
1910,TREETOPS EXECUTIVE RESIDENCES,"7 Orange Grove Road, 258355"
1911,TRELLIS TOWERS,"700 Lorong 1 Toa Payoh, 319773"
1912,TRENDALE TOWER,"79 Cairnhill Road, 229681"
1913,TRESALVEO,"7 Marymount Terrace, 573963"
1914,TREVISTA,"21 Lorong 3 Toa Payoh, 319581"
1915,TREVOSE PARK,"62 Trevose Crescent, 298063"
1916,TRIBECA,"60 Kim Seng Road, 239497"
1917,TRILIGHT,"7 Newton Road, 307945"
1918,TRILIVE,"115 Tampines Road, 533901"
1919,TROPICAL SPRING,"25 Simei Street 4, 529874"
1920,TROPICANA CONDOMINIUM,"2 Jalan Tiga Ratus, 488067"
1921,TROPICS @ HAIGSVILLE,"3 Haigsville Drive, 438702"
1922,TROPIKA EAST,"3 Foo Kim Lin Road, 419679"
1923,TURQUOISE,"51 Cove Drive, 98393"
1924,TWENTYONE ANGULLIA PARK,"21 Angullia Park, 239974"
1925,TWIN FOUNTAINS,"11 Woodlands Avenue 6, 738992"
1926,TWIN HEIGHTS,"350 Balestier Road, 329779"
1927,TWIN PEAKS,"33 Leonie Hill Road, 239233"
1928,TWIN REGENCY,"26 Kim Tian Road, 169277"
1929,TWIN VEW,"91 West Coast Vale, 126755"
1930,TWIN WATERFALLS,"108 Punggol Walk, 828764"
1931,TYRWHITT 139,"139 Tyrwhitt Road, 207557"
1932,UBER 388,"388 Upper East Coast Road, 466477"
1933,UNI BUILDING,"224 Telok Kurau Road, 423836"
1934,UNIT 8,"71 Holland Road, 258869"
1935,UNITED MANSIONS,"592 East Coast Road, 458996"
1936,UPPER SERANGOON ROAD,"1029 Upper Serangoon Road, 534164"
1937,URBAN EDGE @ HOLLAND V,"2 Ford Avenue, 268686"
1938,URBAN LOFTS,"89 Rangoon Road, 218375"
1939,URBAN RESIDENCES,"10 Lorong Ah Soo, 534051"
1940,URBAN RESORT CONDOMINIUM,"32 Cairnhill Road, 229657"
1941,URBAN SUITES,"1 Hullet Road, 229157"
1942,URBAN VISTA,"2 Tanah Merah Kechil Link, 465417"
1943,URBANA,"1 River Valley Close, 238427"
1944,VA RESIDENCES,"9 Boon Teck Road, 329583"
1945,VACANZA @ EAST,"36 Lengkong Tujoh, 417391"
1946,VALLEY APARTMENTS,"18 Tong Watt Road, 23801"
1947,VALLEY MANSION,"50 Oxley Road, 238636"
1948,VALLEY PARK,"473 River Valley Road, 248358"
1949,VANADIUM,"7 Hertford Road, 219405"
1950,VARSITY PARK CONDOMINIUM,"76 West Coast Road, 126826"
1951,VENEZIO,"488 Upper East Coast Road, 46652"
1952,VENTANA,"95 Pasir Panjang Hill, 118893"
1953,VENTUNO BALMORAL,"21 Balmoral Road, 259805"
1954,VENTURA VIEW,"16 Rambutan Road, 424292"
1955,VERANDA,"50 Lorong K Telok Kurau, 425666"
1956,VERDUN HOUSE,"6 Verdun Road, 207275"
1957,VERDURE,"55 Holland Road, 258865"
1958,VERSAILLES,"133 Hemmant Road, 438686"
1959,VERSILIA ON HAIG,"31 Ipoh Lane, 438639"
1960,VERTIS,"20 Amber Gardens, 439979"
1961,VIBES @ EAST COAST,"308 Telok Kurau Road, 423858"
1962,VIBES @ KOVAN,"93 Kovan Road, 548178"
1963,VIBES @ UPPER SERANGOON,"488 Upper Serangoon Road, 534521"
1964,VICENTA LODGE,"16 Lorong Marzuki, 417063"
1965,VICTORY 8,"8 Jalan Legundi, 759274"
1966,VICTORY HEIGHTS,"13 Kim Keat Road, 328842"
1967,VIDA,"5 Peck Hay Road, 228307"
1968,VIENTO,"29 Lorong 30 Geylang, 398362"
1969,VIIO @ BALESTIER,"520 Balestier Road, 329853"
1970,VILLA AZURA,"1 Cherry Avenue, 279871"
1971,VILLA CHANCERITA,"16 Chancery Hill Road, 309657"
1972,VILLA CHANCERY,"39 Chancery Lane, 309568"
1973,VILLA DE WEST,"385 Pasir Panjang Road, 118719"
1974,VILLA DELLE ROSE,"2 Taman Nakhoda, 257743"
1975,VILLA DES FLORES,"125 Whitley Road, 29782"
1976,VILLA MARINA,"21 Jalan Sempadan, 457398"
1977,VILLA MARTIA,"11 Martia Road, 424808"
1978,VILLAEA VISTA,"31 Oei Tiong Ham Park, 267036"
1979,VILLAGE @ PASIR PANJANG,"463 Pasir Panjang Road, 118797"
1980,VILLAGE TOWER,"35 Mount Sinai Rise, 276955"
1981,VILLAS LAGUNA,"366 Upper East Coast Road, 466472"
1982,VILLE ROYALE,"310 River Valley Road, 238351"
1983,VINA LODGE,"22 Sirat Road, 545779"
1984,VISTA GARDEN,"1 Toh Tuck Rise, 596751"
1985,VISTA PARK,"50 South Buona Vista Road, 118167"
1986,VISTA RESIDENCES,"26 Jalan Datoh, 329425"
1987,VITRA,"170 Tembeling Road, 423679"
1988,VIVA,"2 Suffolk Walk, 307462"
1989,VIVA VISTA,"3 South Buona Vista Road, 118136"
1990,VIVACE,"19 Tong Watt Road, 238011"
1991,VIZ AT HOLLAND,"221 Queensway, 27675"
1992,VOGX,"109 Dorset Road, 219498"
1993,VOLARI,"12 Balmoral Road, 25982"
1994,VUE 8 RESIDENCE,"83 Pasir Ris Heights, 519283"
1995,WAI WING CENTRE,"501 Balestier Road, 329844"
1996,WAN THO LODGE,"25 Wan Tho Avenue, 347554"
1997,WANG LODGE,"5 Lorong 4 Geylang, 399264"
1998,WARNER COURT,"110 Holland Avenue, 278966"
1999,WATERBANK AT DAKOTA,"70 Dakota Crescent, 399941"
2000,WATERBAY,"43 Edgefield Plains, 828709"
2001,WATERCOLOURS,"25 Pasir Ris Link, 51815"
2002,WATERFALL GARDENS,"8 Farrer Road, 26882"
2003,WATERFORD RESIDENCE,"21 Kim Yam Road, 239332"
2004,WATERFRONT @ FABER,"18 Faber Walk, 128978"
2005,WATERFRONT GOLD,"750 Bedok Reservoir Road, 479256"
2006,WATERFRONT ISLE,"730 Bedok Reservoir Road, 479261"
2007,WATERFRONT KEY,"770 Bedok Reservoir Road, 47925"
2008,WATERFRONT WAVES,"760 Bedok Reservoir Road, 479245"
2009,WATERSCAPE AT CAVENAGH,"65 Cavenagh Road, 229619"
2010,WATERVIEW,"79 Tampines Avenue 1, 528684"
2011,WATERWOODS,"15 Punggol Field Walk, 828746"
2012,WEMBLY RESIDENCES,"28 Yio Chu Kang Road, 545678"
2013,WEST BAY CONDOMINIUM,"50 West Coast Crescent, 128035"
2014,WESTCOVE CONDOMINIUM,"10 West Coast Crescent, 128041"
2015,WESTERHOUT ROAD,"2 Westerhout Road, 397643"
2016,WESTMERE,"71 Jurong East Street 13, 60965"
2017,WESTPEAK,"204 West Coast Road, 127384"
2018,WESTPOINT CONDOMINIUM,"3 Pepys Road, 118442"
2019,WESTWOOD RESIDENCES,"180 Westwood Avenue, 648145"
2020,WHITE HOUSE RESIDENCES,"67 Stevens Road, 257855"
2021,WHITESCAPE,"88 Lorong N Telok Kurau, 425239"
2022,WHITEWATER,"21 Pasir Ris Street 72, 518764"
2023,WILKIE APARTMENTS,"59 Wilkie Road, 228064"
2024,WILKIE REGENCY,"10 Wilkie Terrace, 22803"
2025,WILLYN VILLE,"1 Holland Avenue, 278965"
2026,WINDY HEIGHTS,"80 Jalan Daud, 419591"
2027,WING FONG COURT,"10 Lorong 14 Geylang, 398922"
2028,WING FONG MANSIONS,"12 Lorong 14 Geylang, 398924"
2029,WING ON LIFE GARDEN,"335 Bukit Timah Road, 259718"
2030,WOO MON CHEW COURT,"2 Woo Mon Chew Road, 455056"
2031,WOODGROVE CONDOMINIUM,"2 Woodgrove Drive, 738207"
2032,WOODHAVEN,"71 Woodgrove Avenue, 737808"
2033,WOODSVALE,"1 Woodlands Drive 72, 738089"
2034,WOODSVILLE 28,"26 Woodsville Close, 357774"
2035,WOODSVILLE CLOSE,"19 Woodsville Close, 35777"
2036,WOODSVILLE MANSIONS,"12 Woodsville Close, 357768"
2037,WORTHINGTON,"35 Butterworth Lane, 439443"
2038,YELEY BUILDING,"730 Upper Serangoon Road, 534613"
2039,YEWTEE RESIDENCES,"23 Choa Chu Kang North 6, 689579"
2040,YGK GARDEN,"2 Belmont Road, 269854"
2041,YIKAI COURT,"371 Upper Paya Lebar Road, 534969"
2042,YINCHUAN BUILDING,"2 Lorong 29 Geylang, 388058"
2043,YIO CHU KANG ROAD,"1 Yio Chu Kang Road, 545506"
2044,YISHUN EMERALD,"20 Canberra Drive, 768425"
2045,YISHUN SAPPHIRE,"40 Canberra Drive, 768433"
2046,YONG AN PARK,"325 River Valley Road, 238357"
2047,YONG SIAK COURT,"11 Yong Siak Street, 168646"
2048,YONG SIAK STREET,"14 Yong Siak Street, 168648"
2049,YONG SIAK VIEW,"19 Yong Siak Street, 16865"
2050,ZEDGE,"2 Akyab Road, 309973"
2051,ZENITH,"60 Zion Road, 247785"
2052,ZION ROAD,"12 Zion Road, 247731"
2053,ZYANYA,"8 Lorong 25a Geylang, 388222"
