Index,Condo Name,Address
892,LE ARC,"6 Lorong 26 Geylang,  Singapore"
893,LE CHATEAU,"67 Cavenagh Road,  Singapore"
894,LE CONNEY PARK,"87 Lorong L Telok Kurau,  Singapore"
895,LE CRESCENDO,"233 Paya Lebar Road,  Singapore"
896,LE GAMBIR,"59 Lorong Gambir,  Singapore"
897,LE HILL CONDOMINIUM,"42 Pasir Panjang Hill,  Singapore"
898,LE LOYANG,"43 Jalan Loyang Besar,  Singapore"
899,LE M RESIDENCE,"6 Lorong M Telok Kurau,  Singapore"
900,LE MARICAN,"95 Lorong Marican,  Singapore"
901,LE MERRITT,"64 Lorong M Telok Kurau,  Singapore"
902,LE QUEST,"10 Bukit Batok Street 41,  Singapore"
903,LE REGAL,"340 Geylang Road,  Singapore"
904,LE REVE,"17 Kampong Eunos,  Singapore"
905,LE SHANTIER,"4 Shan Road,  Singapore"
906,LE SOMME,"60 Somme Road,  Singapore"
907,LEEDON 2,"2 Leedon Road,  Singapore"
908,LEEDON HEIGHTS,"16 Leedon Road,  Singapore"
909,LEEDON RESIDENCE,"4 Leedon Heights,  Singapore"
910,LEGENDA AT JOO CHIAT,"17 Joo Chiat Lane,  Singapore"
911,LEICESTER LODGE,"9 Leicester Road,  Singapore"
912,LEICESTER SUITES,"10 Leicester Road,  Singapore"
913,LEIGHWOODS,"37 Mount Sinai Rise,  Singapore"
914,LEITH GROVE,"6 Leith Park,  Singapore"
915,LEONIE CONDOTEL,"2 Leonie Hill Road,  Singapore"
916,LEONIE GARDENS,"23 Leonie Hill,  Singapore"
917,LEONIE HILL RESIDENCES,"1 Leonie Hill Road,  Singapore"
918,LEONIE PARC VIEW,"22 Leonie Hill Road,  Singapore"
919,LEONIE SUITES,"21 Leonie Hill,  Singapore"
920,LEONIE TOWERS,"20 Leonie Hill,  Singapore"
921,LEVENUE,"55 Lengkong Empat,  Singapore"
922,LEVILLE ISUITES,"28 Ceylon Road,  Singapore"
923,LEWIS LODGE,"39 Lewis Road,  Singapore"
924,LIEN TOWERS,"21 Holland Park,  Singapore"
925,LILYDALE,"550 Yishun Avenue 6,  Singapore"
926,LIMAU PARK,"22 Jalan Limau Bali,  Singapore"
927,LINCOLN SUITES,"1 Khiang Guan Avenue, Singapore"
928,LION TOWERS,"2 Essex Road, Singapore"
929,LIVIA,"71 Pasir Ris Grove,  Singapore"
930,LIVINGSTON MANSIONS,"135 Lorong L Telok Kurau,  Singapore"
931,LLOYD COURT,"40 Lloyd Road,  Singapore"
932,LLOYD MANSION,"3 Lloyd Road,  Singapore"
933,LLOYD SIXTYFIVE,"65 Lloyd Road,  Singapore"
934,LOFT 33,"33 Lorong 32 Geylang,  Singapore"
935,LOFT @ NATHAN,"428 River Valley Road,  Singapore"
936,LOFT @ RANGOON,"113 Rangoon Road,  Singapore"
937,LOFT @ STEVENS,"68 Stevens Road,  Singapore"
938,LOFT@HOLLAND,"151 Holland Road, Singapore"
939,LORONG 31 GEYLANG,"16 Lorong 31 Geylang,  Singapore"
940,LOYANG GARDENS,"49 Jalan Loyang Besar,  Singapore"
941,LUCIDA,"2 Suffolk Road, Singapore"
942,LUMA,"6 River Valley Grove,  Singapore"
943,LUSH ACRES,"1 Fernvale Close,  Singapore"
944,LUSH ON HOLLAND HILL,"21 Holland Hill,  Singapore"
945,LUTHERAN TOWERS,"21 Tan Kim Cheng Road,  Singapore"
946,LUXE VILLE,"336 Pasir Panjang Road,  Singapore"
947,M SUITES,"65 Lorong Melayu,  Singapore"
948,M21,"21 Mandalay Road,  Singapore"
949,MABELLE,"15 Lorong M Telok Kurau,  Singapore"
950,MACPHERSON GREEN,"568 Macpherson Road,  Singapore"
951,MADEIRA COURT,"18 Lorong M Telok Kurau,  Singapore"
952,MADISON RESIDENCES,"355 Bukit Timah Road,  Singapore"
953,MALVERN SPRINGS,"373 Onan Road,  Singapore"
954,MANDALAY MANSION,"15 Minbu Road,  Singapore"
955,MANDALAY TOWERS,"35 Mandalay Road,  Singapore"
956,MANDALE HEIGHTS,"45 Mandalay Road,  Singapore"
957,MANDARIN GARDENS,"1 Siglap Road,  Singapore"
958,MANHATTAN MANSIONS,"76 Grange Road, Singapore"
959,MANSIONS 28,"28 Lorong 31 Geylang,  Singapore"
960,MAPLE WOODS,"985 Bukit Timah Road,  Singapore"
961,MARGARET VILLE,"20 Margaret Drive,  Singapore"
962,MARGATE POINT,"2 Margate Road,  Singapore"
963,MARINA COLLECTION,"13 Cove Drive, Singapore"
964,MARINE BLUE,"81 Marine Parade Road,  Singapore"
965,MARINE MANSION,"28 Sea Avenue,  Singapore"
966,MARINE MEADOWS,"163 Marine Parade,  Singapore"
967,MARINE VIEW MANSION,"97 Marine Parade,  Singapore"
968,MARINE VIEW MANSIONS,"97 Marine Parade,  Singapore"
969,MARINE VILLE,"161 Marine Parade,  Singapore"
970,MARSHALL LODGE,"89 Marshall Road,  Singapore"
971,MARTIA 8,"8 Martia Road,  Singapore"
972,MARTIA RESIDENCE,"7 Martia Road,  Singapore"
973,MARTIN EDGE,"50 Martin Road,  Singapore"
974,MARTIN PLACE RESIDENCES,"2 Martin Place,  Singapore"
975,MARTINA MANSIONS,"315 Bukit Timah Road, Singapore"
976,MARYLAND PARK,"19 Amber Gardens,  Singapore"
977,MARYMOUNT VIEW,"11 Pemimpin Drive,  Singapore"
978,MAYA,"9 Still Road,  Singapore"
979,MAYBELLE LODGE,"38 Lorong K Telok Kurau,  Singapore"
980,MAYFAIR RESIDENCES,"531 East Coast Road,  Singapore"
981,MEADOWLODGE,"31 Chun Tin Road,  Singapore"
982,MEADOWS @ PEIRCE,"626 Upper Thomson Road, Singapore"
983,MEDGE,"2 Minbu Road,  Singapore"
984,MEIER SUITES,"10 Margate Road,  Singapore"
985,MELINIA COURT,"56 Lorong M Telok Kurau,  Singapore"
986,MELOSA,"28 Lorong 28 Geylang,  Singapore"
987,MELROSE PARK,"91 Kellock Road,  Singapore"
988,MELROSE VILLE,"10 Rose Lane, Singapore"
989,MELVILLE PARK,"12 Simei Street 1, Singapore"
990,MENDON SPRING,"198 Pasir Panjang Road,  Singapore"
991,MENG GARDEN,"65 Lloyd Road,  Singapore"
992,MERA EAST,"336 Changi Road,  Singapore"
993,MERA SPRINGS,"81 Carlisle Road,  Singapore"
994,MERALODGE,"83 Hillview Avenue,  Singapore"
995,MERAPRIME,"301 Jalan Bukit Ho Swee,  Singapore"
996,MERAWOODS,"136 Hillview Avenue,  Singapore"
997,MERGUI MANSIONS,"81 Mergui Road,  Singapore"
998,MERIDIAN 38,"38 Lorong M Telok Kurau,  Singapore"
999,MERLOT VILLE,"281 Telok Kurau Road,  Singapore"
1000,METRO LOFT,"5 Lorong 27 Geylang,  Singapore"
1001,MEYA LODGE,"23 Meyappa Chettiar Road,  Singapore"
1002,MEYER PARK,"81 Meyer Road,  Singapore"
1003,MEYER RESIDENCE,"3 Meyer Place,  Singapore"
1004,MI CASA,"311 Choa Chu Kang Avenue 3,  Singapore"
1005,MIDTOWN RESIDENCES,"1189 Upper Serangoon Road,  Singapore"
1006,MILL CREEK,"10 Lorong Marzuki,  Singapore"
1007,MILL POINT,"1 Zion Close,  Singapore"
1008,MINBU COURT,"54 Minbu Road,  Singapore"
1009,MINBU VILLA,"56 Minbu Road,  Singapore"
1010,MINT RESIDENCES @ JANSEN,"20 Jansen Road,  Singapore"
1011,MIRO,"1 Lincoln Road,  Singapore"
1012,MODA,"42 East Coast Road,  Singapore"
1013,MODENA,"35 Simei Street 4,  Singapore"
1014,MON JERVOIS,"47 Jervois Road,  Singapore"
1015,MONARCHY APARTMENTS,"51 Mandalay Road,  Singapore"
1016,MONKS HILL FLAT,"2 Winstedt Road,  Singapore"
1017,MONTEBLEU,"8 Minbu Road,  Singapore"
1018,MONTEREY PARK CONDOMINIUM,"21 West Coast Rise,  Singapore"
1019,MONTROSA,"132 Hillview Avenue,  Singapore"
1020,MONTVIEW,"63 Mount Sinai Drive,  Singapore"
1021,MONVILLE MANSIONS,"530 Balestier Road,  Singapore"
1022,MORI,"223 Guillemard Road,  Singapore"
1023,MORIMASA GARDENS,"11 Gilstead Road,  Singapore"
1024,MORO MANSIONS,"3 Lorong 37 Geylang,  Singapore"
1025,MOULMEIN COURT,"91 Moulmein Road,  Singapore"
1026,MOULMEIN STUDIOS,"147 Moulmein Road, Singapore"
1027,MOUNT FABER LODGE,27 Mount Faber Roa Singapore
1028,MOUNT ROSIE GARDEN,"50 Goldhill Avenue,  Singapore"
1029,MOUNTBATTEN REGENCY,"825 Mountbatten Road,  Singapore"
1030,MOUNTBATTEN SUITES,"861 Mountbatten Road,  Singapore"
1031,MULBERRY TREE,"167 Moulmein Road,  Singapore"
1032,MUTIARA CREST,"2 Jalan Mutiara,  Singapore"
1033,MUTIARA VIEW,"11 Jalan Mutiara,  Singapore"
1034,MY MANHATTAN,"25 Simei Street 3,  Singapore"
1035,NADIA MANSIONS,"30 Ah Hood Road,  Singapore"
1036,NASSIM 9,"9 Nassim Road,  Singapore"
1037,NASSIM JADE,"3 Nassim Road,  Singapore"
1038,NASSIM LODGE,"7 Nassim Road,  Singapore"
1039,NASSIM MANSION,"32 Nassim Hill,  Singapore"
1040,NASSIM PARK RESIDENCES,"15 Nassim Road,  Singapore"
1041,NASSIM REGENCY,"37 Nassim Road,  Singapore"
1042,NASSIMVILLE,"11 Nassim Road,  Singapore"
1043,NATHAN RESIDENCES,"23 Nathan Road,  Singapore"
1044,NATHAN SUITES,"21 Nathan Road,  Singapore"
1045,NATURA @ HILLVIEW,"18 Hillview Terrace,  Singapore"
1046,NATURALIS,"2 Lorong M Telok Kurau,  Singapore"
1047,NATURE MANSIONS,"52 Lorong K Telok Kurau, Singapore"
1048,NAUNG RESIDENCE,"1 Jalan Naung, Singapore"
1049,NEEM TREE,"30 Jalan Kemaman,  Singapore"
1050,NEPTUNE COURT,"1 Marine Vista,  Singapore"
1051,NESS,"38 Lorong 32 Geylang,  Singapore"
1052,NEW COURT,"35 Jalan Dusun,  Singapore"
1053,NEW FUTURA,"14 Leonie Hill Road,  Singapore"
1054,NEWEST,"1 West Coast Drive, Singapore"
1055,NEWTON 18,"18 Newton Road,  Singapore"
1056,NEWTON EDGE,"1 Makeway Avenue,  Singapore"
1057,NEWTON GEMS,"50 Newton Road,  Singapore"
1058,NEWTON IMPERIAL,"24 Newton Road,  Singapore"
1059,NEWTON LODGE,"41 Newton Road,  Singapore"
1060,NEWTON MANSION,"27 Gilstead Road,  Singapore"
1061,NEWTON ONE,"1 Newton Road,  Singapore"
1062,NEWTON SUITES,"60 Newton Road,  Singapore"
1063,NICOLE GREEN,"68 Guillemard Road, Singapore"
1064,NIM GARDENS,"71 Nim Road,  Singapore"
1066,NINE DEGREES,"90 Tanjong Katong Road,  Singapore"
1067,NIVEN LOFT,"70 Niven Road,  Singapore"
1068,NIVEN SUITES,"8 Wilkie Terrace,  Singapore"
1070,NORFOLK COURT,"103 Mergui Road,  Singapore"
1071,NORMANTON PARK,"1 Normanton Park,  Singapore"
1072,NORTH PARK RESIDENCES,"15 Yishun Central 1,  Singapore"
1073,NORTHOAKS,"20 Woodlands Crescent,  Singapore"
1074,NORTHVALE,"61 Choa Chu Kang Loop,  Singapore"
1075,NORTHWOOD,"68 Jalan Mata Ayer,  Singapore"
1076,NOUVEL 18,"18 Anderson Road,  Singapore"
1077,NOUVELLE PARK,"131 Poh Huat Road West,  Singapore"
1078,NOVA 48,"8 Prome Road,  Singapore"
1079,NOVELIS,"75 Sinaran Drive,  Singapore"
1080,NOVENA COURT,"2 Jalan Novena Barat,  Singapore"
1081,NOVENA HILL,"33 Jalan Novena,  Singapore"
1082,NOVENA LODGE,"2 Jalan Merlimau,  Singapore"
1083,NOVENA REGENCY,"275 Thomson Road,  Singapore"
1084,NOVENA SUITES,"200 Moulmein Road,  Singapore"
1085,NUOVO,"21 Ang Mo Kio Avenue 9,  Singapore"
1086,NUTMEG COURT,"6 Nutmeg Road,  Singapore"
1087,NV RESIDENCES,"91 Pasir Ris Grove, Singapore"
1088,OASIS @ ELIAS,"60 Elias Road,  Singapore"
1089,OASIS GARDEN,"51 Jalan Bunga Rampai, Singapore"
1090,OCEAN PARK,"520 East Coast Road,  Singapore"
1091,OCEANFRONT SUITES,"173 Jalan Loyang Besar,  Singapore"
1092,OEI TIONG HAM PARK RESIDENCES,"29 Oei Tiong Ham Park,  Singapore"
1093,OKIO,"262 Balestier Road,  Singapore"
1094,OLA RESIDENCES,"837 Mountbatten Road, Singapore"
1095,OLEANAS RESIDENCE,"42 Kim Yam Road,  Singapore"
1096,OLEANDER TOWERS,"911 Lorong 1 Toa Payoh,  Singapore"
1097,ONAN COURT,"291 Onan Road,  Singapore"
1098,ONAN SUITES,"215 Onan Road,  Singapore"
1099,ONE @ PULASAN,"1 Pulasan Road,  Singapore"
1100,ONE AKYAB,"1 Akyab Road,  Singapore"
1101,ONE AMBER,"1 Amber Gardens,  Singapore"
1102,ONE BALMORAL,"1 Balmoral Road,  Singapore"
1103,ONE CHATSWORTH,"1 Chatsworth Road,  Singapore"
1104,ONE DEVONSHIRE,"1 Devonshire Road,  Singapore"
1105,ONE DRAYCOTT,"1 Draycott Park,  Singapore"
1106,ONE DUCHESS,"1 Duchess Road,  Singapore"
1107,ONE DUSUN RESIDENCES,"1 Jalan Dusun,  Singapore"
1108,ONE EIGHTIES RESIDENCES,"186 Joo Chiat Terrace,  Singapore"
1109,ONE FORT,"1 Fort Road,  Singapore"
1110,ONE JERVOIS,"3 Jervois Close,  Singapore"
1111,ONE LEICESTER,"1 Leicester Road,  Singapore"
1112,ONE ROBIN,"1 Robin Road,  Singapore"
1113,ONE ROSYTH,"1 Rosyth Road,  Singapore"
1114,ONE TREE HILL COLLECTION,"12 One Tree Hill,  Singapore"
1115,ONE TREE HILL MANSIONS,"69 One Tree Hill,  Singapore"
1116,ONEROBEY,"1 Robey Crescent,  Singapore"
1117,OPAL SUITES,"1 Opal Crescent,  Singapore"
1118,OPTIMA @ TANAH MERAH,"80 Tanah Merah Kechil Avenue,  Singapore"
1119,ORANGE GROVE RESIDENCES,"27 Orange Grove Road,  Singapore"
1120,ORANGE GROVE ROAD,"8 Orange Grove Road,  Singapore"
1121,ORANGE REGENCY,"101 Fernhill Road,  Singapore"
1122,ORCHARD BEL AIR,"245 Orchard Boulevard,  Singapore"
1123,ORCHARD COURT,"19 Oxley Road,  Singapore"
1124,ORCHARD SCOTTS,"3 Anthony Road,  Singapore"
1126,ORCHARD VIEW,"29 Angullia Park,  Singapore"
1127,ORCHID APARTMENT,"42 Eng Neo Avenue,  Singapore"
1128,ORCHID APARTMENTS,"42 Eng Neo Avenue,  Singapore"
1129,ORCHID MANSION,"11 Amber Road,  Singapore"
1130,ORCHID PARK CONDOMINIUM,"81 Yishun Street 81,  Singapore"
1131,OUE TWIN PEAKS,"33 Leonie Hill Road,  Singapore"
1132,OVADA 8,"127 Koon Seng Road,  Singapore"
1133,OWEN 88,"88 Owen Road,  Singapore"
1134,OWEN COURT,"104 Owen Road,  Singapore"
1135,OXFORD SUITES,"21 Oxford Road,  Singapore"
1136,OXLEY GARDEN,"1 Oxley Garden,  Singapore"
1137,OXLEY MANSION,"26 Oxley Road, Singapore"
1138,OXLEY RESIDENCE,"43 Oxley Road,  Singapore"
1139,PADDY GREEN,"1 Lorong 12 Geylang,  Singapore"
1140,PALISADES,"294 Pasir Panjang Road,  Singapore"
1141,PALM GALLERIA,"78 Lorong K Telok Kurau,  Singapore"
1142,PALM GREEN,"481 Pasir Panjang Road,  Singapore"
1143,PALM GROVE CONDOMINIUM,"19 Palm Grove Avenue,  Singapore"
1144,PALM HAVEN,"18 Palm Grove Avenue,  Singapore"
1145,PALM ISLES,"40 Flora Drive,  Singapore"
1146,PALM LODGE,"4 Lorong 37 Geylang,  Singapore"
1147,PALM LOFT,"136 Joo Chiat Terrace,  Singapore"
1148,PALM MANSIONS,"345 Pasir Panjang Road,  Singapore"
1149,PALM OASIS,"51 Lorong H Telok Kurau,  Singapore"
1150,PALM RESIDENCE,"7 Jalan Rajawali,  Singapore"
1151,PALM SPRING,"16 Ewe Boon Road,  Singapore"
1152,PALM VISTA,"47 Lorong G Telok Kurau,  Singapore"
1153,PALMERA EAST,"29 Lorong Melayu,  Singapore"
1154,PALMERA RESIDENCE,"38 Lorong N Telok Kurau,  Singapore"
1155,PANDAN VALLEY,"1 Pandan Valley,  Singapore"
1156,PAPILLON,"8 Jalan Rama Rama,  Singapore"
1157,PARADISE PALMS,"505 Dunman Road,  Singapore"
1158,PARBURY HILL CONDOMINIUM,"28 Parbury Avenue,  Singapore"
1159,PARC ASTON,"2 Leicester Road,  Singapore"
1160,PARC BLEU,"262 Joo Chiat Place,  Singapore"
1161,PARC BOTANNIA,"10 Fernvale Street, Singapore"
1162,PARC CENTENNIAL,"100 Kampong Java Road,  Singapore"
1163,PARC CENTRAL RESIDENCES,"119 Tampines Street 86,  Singapore"
1164,PARC CENTROS,"84 Punggol Central,  Singapore"
1165,PARC ELEGANCE,"11 Telok Kurau Road,  Singapore"
1166,PARC GREENWICH,"33 Fernvale Lane,  Singapore"
1167,PARC HAVEN,"12 Lorong Limau,  Singapore"
1168,PARC LIFE,"29 Sembawang Crescent,  Singapore"
1169,PARC MONDRIAN,"21 Woodleigh Close,  Singapore"
1170,PARC OASIS,"35 Jurong East Avenue 1,  Singapore"
1171,PARC OLYMPIA,"56 Flora Drive,  Singapore"
1172,PARC REGENCY,"315 Pasir Panjang Road,  Singapore"
1173,PARC ROSEWOOD,"71 Rosewood Drive,  Singapore"
1174,PARC SEABREEZE,"532 Joo Chiat Road,  Singapore"
1175,PARC SOMME,"62 Somme Road,  Singapore"
1176,PARC STEVENS,"21 Stevens Drive,  Singapore"
1177,PARC VERA,"10 Hougang Street 32,  Singapore"
1178,PARC VISTA,"450 Corporation Road, Singapore"
1179,PARK 1 SUITES,"8 Lorong 40 Geylang,  Singapore"
1180,PARK COLONIAL,"10 Woodleigh Lane,  Singapore"
1181,PARK COURT,"9 Lorong 101 Changi,  Singapore"
1182,PARK EAST,"69 Jalan Tua Kong,  Singapore"
1183,PARK GREEN,"2 Rivervale Link, Singapore"
1184,PARK HOUSE,"21 Orchard Boulevard,  Singapore"
1185,PARK INFINIA AT WEE NAM,"2 Lincoln Road,  Singapore"
1186,PARK NATURA,"31 Bukit Batok East Avenue 6,  Singapore"
1187,PARK RESIDENCES @ KOVAN,"831 Upper Serangoon Road,  Singapore"
1188,PARK WEST,"2 Jalan Lempeng,  Singapore"
1189,PARKVIEW APARTMENTS,"5 Bukit Batok Street 25, Singapore"
1191,PARKWAY APARTMENT,"13 Amber Road,  Singapore"
1193,PARKWAY VIEW,"39 Marine Parade,  Singapore"
1194,PARRY COURT,"35 Parry Avenue,  Singapore"
1195,PARVIS,"12 Holland Hill,  Singapore"
1196,PASIR PANJANG COURT,"21 Pasir Panjang Close,  Singapore"
1197,PASIR PANJANG LODGE,"390 Pasir Panjang Road,  Singapore"
1198,PASIR VIEW PARK,"200 Pasir Panjang Road,  Singapore"
1199,PASTORAL VIEW,"7 Bassein Road,  Singapore"
1200,PATENT PLACE,"17 Jalan Rajawali,  Singapore"
1201,PATERSON LINC,"20 Paterson Road,  Singapore"
1202,PATERSON RESIDENCE,"71 Paterson Road,  Singapore"
1203,PATERSON SUITES,"55 Paterson Road, Singapore"
1204,PAVILION 11,"23 Akyab Road,  Singapore"
1205,PAVILION SQUARE,"345 Geylang Road,  Singapore"
1206,PAYA LEBAR RESIDENCES,"27 Paya Lebar Road,  Singapore"
1207,PEACH GARDEN,"1 Peach Garden,  Singapore"
1208,PEAK RESIDENCE,"333 Thomson Road,  Singapore"
1209,PEIRCE VIEW,"557 Upper Thomson Road,  Singapore"
1210,PENANG SERVICE APARTMENTS,"16 Lorong 34 Geylang,  Singapore"
1211,PENG'S COURT,"226 Tembeling Road,  Singapore"
1212,PENHAS ROAD,"1 Penhas Road,  Singapore"
1213,PEPPERMINT GROVE,"45 Newton Road,  Singapore"
1214,PEPYS HILL CONDOMINIUM,"19 Pepys Road, Singapore"
1215,PERFECT TEN,"321 Bukit Timah Road,  Singapore"
1216,PERMAI RESIDENCES,"524 Kampong Bahru Road, Singapore"
1217,PETAIN COURT,"2 Petain Road,  Singapore"
1218,PHOENIX HEIGHTS,"1 Phoenix Walk,  Singapore"
1219,PHOENIX RESIDENCES,"83 Phoenix Avenue,  Singapore"
1220,PIN MANSIONS,"18 Lim Ah Pin Road,  Singapore"
1221,PINE COURT,"28 Lorong L Telok Kurau, Singapore"
1222,PINEHURST CONDOMINIUM,"132 Lorong L Telok Kurau,  Singapore"
1223,PINETREE CONDO,"28 Balmoral Park,  Singapore"
1224,PINEVALE,"2 Tampines Street 73,  Singapore"
1225,PINEWOOD GARDENS,"21 Balmoral Park, Singapore"
1226,PINNACLE 16,"16 Shan Road,  Singapore"
1227,PLATINUM EDGE,"18 Leicester Road,  Singapore"
1228,POINT LOMA,"30 Shelford Road,  Singapore"
1229,PORTOFINO,"6 Sarkies Road,  Singapore"
1230,POSHGROVE EAST,"335 East Coast Road, Singapore"
1231,PRESIDIO,"5 Ceylon Lane,  Singapore"
1232,PRESTIGE HEIGHTS,"348 Balestier Road,  Singapore"
1233,PRESTIGE LOFT,"286 Telok Kurau Road,  Singapore"
1234,PRESTIGE POINT,"398 Upper Paya Lebar Road,  Singapore"
1235,PRESTIGE RESIDENCE,"52 Lorong G Telok Kurau,  Singapore"
1236,PRESTO @ UPPER SERANGOON,"528 Upper Serangoon Road,  Singapore"
1237,PRIME RESIDENCE,"41 Lorong 22 Geylang,  Singapore"
1238,PRIMEDGE,"45 Lorong 34 Geylang,  Singapore"
1239,PRINCE APARTMENT,"34 Jalan Datoh,  Singapore"
1240,PRINCIPAL GARDEN,"91 Prince Charles Crescent,  Singapore"
1241,PRISTINE HEIGHTS,"77 Mergui Road,  Singapore"
1242,PROSPERO VILLE,"127 Lorong K Telok Kurau,  Singapore"
1243,PROVENCE RESIDENCE,"23 Canberra Crescent,  Singapore"
1244,PROXIMO,"27 Robin Road,  Singapore"
1245,Q BAY RESIDENCES,"1 Tampines Street 86,  Singapore"
1246,QUBE SUITES,"24 Jalan Punai,  Singapore"
1247,QUEENS,"10 Stirling Road,  Singapore"
1248,QUEENS PEAK,"1 Dundee Road,  Singapore"
1249,QUEENSBERRY LODGE,"11 Shanghai Road,  Singapore"
1250,QUEENSWAY SHOPPING CENTRE/QUEENSWAY TOWER,"1 Queensway,  Singapore"
1251,QUESTA @ DUNMAN,"543 Dunman Road,  Singapore"
1252,QUINTERRA,"359 Holland Road,  Singapore"
1253,R MAISON,"1 Sommerville Walk,  Singapore"
1254,R66 APARTMENTS,"136 Tessensohn Road,  Singapore"
1255,RACE COURSE LANE,"1 Race Course Lane, Singapore"
1256,RADIX,"18 Jalan Wakaff,  Singapore"
1257,RAFFLESIA CONDOMINIUM,31 Bishan Street 21 Singapore
1258,RAINBOW GARDENS,"61 Jalan Kelichap,  Singapore"
1259,RAMBAI COURT,"15 Rambai Road,  Singapore"
1260,RANGOON 88,"88 Rangoon Road,  Singapore"
1261,RANGOON APARTMENTS,"190 Rangoon Road,  Singapore"
1262,RANGOON COURT,"103 Rangoon Road,  Singapore"
1263,RANGOON ROAD,"55 Rangoon Road,  Singapore"
1264,RANGOON VIEW,"223 Rangoon Road, Singapore"
1265,RE CHARGE @ 303,"303 River Valley Road,  Singapore"
1266,REFLECTIONS AT KEPPEL BAY,"1 Keppel Bay View, Singapore"
1267,REGAL 35,"11 Lorong 35 Geylang,  Singapore"
1268,REGAL COURT,"17 Kim Keat Road,  Singapore"
1270,REGENCY LODGE,"17 Shanghai Road,  Singapore"
1271,REGENCY PARK,"3 Nathan Road,  Singapore"
1272,REGENCY SUITES,"38 Kim Tian Road,  Singapore"
1273,REGENT COURT,"1091 Serangoon Road, Singapore"
1275,REGENT GROVE,"50 Choa Chu Kang North 7,  Singapore"
1276,REGENT HEIGHTS,"50 Bukit Batok East Avenue 5,  Singapore"
1277,REGENT PARK,"22 Jalan Lempeng,  Singapore"
1278,REGENT RESIDENCES,"1091 Serangoon Road, Singapore"
1279,REGIS MANSIONS,"15 Jalan Rajawali,  Singapore"
1280,RESIDENCES 88,"88 Lorong Marican,  Singapore"
1281,RESIDENCES @ EVELYN,"17 Evelyn Road,  Singapore"
1282,RESIDENCES @ JANSEN,"29 Jansen Road,  Singapore"
1283,RESIDENCES @ KILLINEY,"147 Killiney Road,  Singapore"
1284,RESIDENCES @ SOMME,"3 Petain Road,  Singapore"
1285,RESIDENCES BOTANIQUE,"30 Yio Chu Kang Road, Singapore"
1286,REZI 3TWO,"48 Lorong 32 Geylang,  Singapore"
1287,RHAPSODY ON MOUNT ELIZABETH,"16 Mount Elizabeth,  Singapore"
1288,RIA APARTMENTS,"1 Jalan Pasir Ria,  Singapore"
1289,RIA TOWNHOUSES,"117 Bedok Ria Crescent, Singapore"
1290,RICCHEZZA,"94 Lorong M Telok Kurau,  Singapore"
1291,RICH EAST GARDEN,"300 Upper East Coast Road,  Singapore"
1292,RICH MANSION,"311 Bukit Timah Road,  Singapore"
1293,RICHMOND PARK,"3 Bideford Road, Singapore"
1294,RIDGE COURT,"19 Meyappa Chettiar Road,  Singapore"
1295,RIDGEWOOD CONDOMINIUM,"1 Ridgewood Close,  Singapore"
1296,RIO VISTA,"10 Upper Serangoon View,  Singapore"
1297,RIPPLE BAY,"4 Pasir Ris Link, Singapore"
1298,RIS GRANDEUR,"21 Elias Road,  Singapore"
1299,RISING COURT,"437 Joo Chiat Road, Singapore"
1300,RISING SUITES,"4 Sarkies Road,  Singapore"
1301,RITZ MANSION,"346 Balestier Road,  Singapore"
1302,RITZ MANSIONS,"346 Balestier Road,  Singapore"
1303,RITZ REGENCY,"8 Ipoh Lane,  Singapore"
1304,RIVA LODGE,"36 Leonie Hill, Singapore"
1305,RIVAGE,"4 Margate Road,  Singapore"
1306,RIVER ISLES,"60 Edgedale Plains,  Singapore"
1307,RIVER VALLEY APARTMENTS,"400 River Valley Road,  Singapore"
1308,RIVERBANK @ FERNVALE,"11 Fernvale Close,  Singapore"
1309,RIVERCOVE RESIDENCES,"20 Anchorvale Lane,  Singapore"
1310,RIVERDALE RESIDENCE,"346 River Valley Road,  Singapore"
1311,RIVERFRONT RESIDENCES,"41 Hougang Avenue 7,  Singapore"
1312,RIVERIA GARDENS,"8 River Valley Grove,  Singapore"
1313,RIVERPARC RESIDENCE,"90 Punggol Drive,  Singapore"
1314,RIVERSAILS,"24 Upper Serangoon Crescent,  Singapore"
1315,RIVERSHIRE,"31 Leonie Hill,  Singapore"
1316,RIVERSOUND RESIDENCE,"5 Sengkang East Avenue, Singapore"
1317,RIVERTREES RESIDENCES,"21 Fernvale Close, Singapore"
1318,RIVERVALE CREST,"5 Rivervale Crescent,  Singapore"
1319,RIVERVALE SHORES,"170 Sengkang East Drive, Singapore"
1320,RIVIERA RESIDENCES,"9 Riviera Drive,  Singapore"
1321,RIZ HAVEN,"193 Jalan Loyang Besar,  Singapore"
1322,ROBERTSON EDGE,"18 Tong Watt Road, Singapore"
1323,ROBIN REGALIA,"35 Robin Road, Singapore"
1324,ROBIN RESIDENCES,"1 Robin Drive,  Singapore"
1325,ROBIN SUITES,"25 Robin Road,  Singapore"
1326,ROCCA BALESTIER,"221 Balestier Road,  Singapore"
1327,ROCHDALE ROAD,"11 Rochdale Road,  Singapore"
1328,ROCHELLE AT NEWTON,"188 Keng Lee Road,  Singapore"
1329,ROSALIA PARK,"36 Lorong Ong Lye,  Singapore"
1330,ROSE COURT,"17 Rose Lane,  Singapore"
1331,ROSE MAISON,"10 Haig Avenue,  Singapore"
